strain	ancestor consensus	evolved consensus	ancestor strain	evolved strain
Xanthomonas_campestris_pv._campestris	499.0	407.0	498.0	407.0
Streptococcus_pneumoniae_R6	244.0	244.0	159.0	159.0
Wolinella_succinogenes	126.0	168.0	126.0	168.0
Streptococcus_pyogenes_MGAS315	194.0	153.0	195.0	153.0
Methanosarcina_acetivorans	774.0	774.0	404.0	404.0
Streptococcus_pyogenes	132.0	132.0	152.0	152.0
Aquifex_aeolicus	125.0	107.0	125.0	107.0
Clostridium_acetobutylicum	386.0	386.0	357.0	357.0
Desulfovibrio_vulgaris_subsp._vulgaris_str._Hildenborough	NA	637.0	NA	637.0
Streptococcus_pneumoniae	254.0	163.0	254.0	162.0
Methanococcus_maripaludis	141.0	169.0	141.0	169.0
Cyanidioschyzon_merolae	107.0	219.0	219.0	107.0
Clostridium_perfringens	401.0	401.0	375.0	375.0
Streptococcus_pyogenes_MGAS8232	171.0	171.0	121.0	121.0
Ralstonia_solanacearum	340.0	262.0	262.0	340.0
Ureaplasma_parvum	84.0	84.0	79.0	79.0
Mycoplasma_gallisepticum	88.0	88.0	170.0	170.0
Methanocaldococcus_jannaschii	153.0	198.0	198.0	153.0
Staphylococcus_epidermidis	242.0	189.0	242.0	189.0
Buchnera_aphidicola_Acyrthosiphon_pisum	NA	127.0	NA	127.0
Mycoplasma_mycoides_subsp._mycoides_SC	168.0	232.0	169.0	232.0
Salmonella_enterica_subsp._enterica_serovar_Typhi_Ty2	NA	686.0	NA	686.0
Escherichia_coli_O157_H7_EDL933	388.0	388.0	589.0	589.0
Bordetella_pertussis	410.0	409.0	602.0	602.0
Streptococcus_pyogenes_SSI-1	124.0	172.0	124.0	172.0
Aeropyrum_pernix	124.0	124.0	111.0	111.0
Wolbachia_sp._wMel	91.0	191.0	191.0	91.0
Pyrococcus_abyssi	123.0	123.0	116.0	116.0
Shewanella_oneidensis	344.0	563.0	563.0	344.0
Mycobacterium_bovis	445.0	445.0	344.0	344.0
Streptococcus_mutans	187.0	157.0	187.0	157.0
Vibrio_cholerae	254.0	324.0	324.0	254.0
Coxiella_burnetii	119.0	222.0	119.0	222.0
Chlamydophila_pneumoniae_TW-183	82.0	90.0	82.0	90.0
Candidatus_Blochmannia_floridanus	61.0	67.0	67.0	61.0
Pyrobaculum_aerophilum	205.0	205.0	134.0	134.0
Prochlorococcus_marinus_subsp._pastoris_str._CCMP1986	267.0	NA	267.0	NA
Listeria_monocytogenes_str._4b_F2365	223.0	240.0	240.0	223.0
Listeria_innocua	247.0	247.0	285.0	285.0
Mycoplasma_pulmonis	108.0	140.0	108.0	140.0
Nanoarchaeum_equitans	39.0	39.0	40.0	40.0
Treponema_pallidum	95.0	71.0	95.0	71.0
Streptomyces_avermitilis	1017.0	1018.0	873.0	873.0
Staphylococcus_aureus_subsp._aureus_Mu50	537.0	NA	537.0	NA
Xylella_fastidiosa	298.0	162.0	298.0	162.0
Buchnera_aphidicola_Baizongia_pistaciae	111.0	NA	111.0	NA
Thermoanaerobacter_tengcongensis	187.0	332.0	332.0	187.0
Bradyrhizobium_japonicum	696.0	696.0	815.0	815.0
Corynebacterium_glutamicum_ATCC_13032	216.0	267.0	267.0	216.0
Caulobacter_vibrioides	340.0	399.0	399.0	340.0
Onion_yellows_phytoplasma	168.0	88.0	168.0	88.0
Mesorhizobium_loti	544.0	544.0	602.0	601.0
Fusobacterium_nucleatum_subsp._nucleatum	NA	477.0	NA	477.0
Bdellovibrio_bacteriovorus	243.0	248.0	248.0	243.0
Yersinia_pestis	279.0	279.0	461.0	461.0
Chlamydia_muridarum	85.0	79.0	79.0	85.0
Salmonella_typhi	339.0	421.0	339.0	421.0
Bacillus_halodurans	399.0	399.0	285.0	285.0
Bacteroides_thetaiotaomicron	435.0	530.0	435.0	530.0
Synechococcus_elongatus	170.0	196.0	196.0	170.0
Thermus_thermophilus_HB27	166.0	166.0	203.0	203.0

