strain	ancestor consensus	evolved consensus	ancestor strain	evolved strain
Clostridium_acetobutylicum	660.0	639.0	660.0	639.0
Desulfovibrio_vulgaris_subsp._vulgaris_str._Hildenborough	997.0	NA	996.0	NA
Streptococcus_pneumoniae	276.0	276.0	353.0	353.0
Methanococcus_maripaludis	246.0	246.0	272.0	272.0
Cyanidioschyzon_merolae	211.0	315.0	315.0	211.0
Clostridium_perfringens	651.0	612.0	651.0	612.0
Streptococcus_pyogenes_MGAS8232	252.0	252.0	300.0	300.0
Ralstonia_solanacearum	551.0	488.0	488.0	551.0
Ureaplasma_parvum	126.0	126.0	131.0	131.0
Mycoplasma_gallisepticum	160.0	224.0	160.0	224.0
Methanocaldococcus_jannaschii	272.0	311.0	272.0	311.0
Streptomyces_avermitilis	1481.0	1478.0	1607.0	1609.0
Buchnera_aphidicola_Acyrthosiphon_pisum	216.0	NA	216.0	NA
Mycoplasma_mycoides_subsp._mycoides_SC	279.0	279.0	229.0	230.0
Salmonella_enterica_subsp._enterica_serovar_Typhi_Ty2	1193.0	NA	1193.0	NA
Escherichia_coli_O157_H7_EDL933	871.0	871.0	687.0	687.0
Bordetella_pertussis	863.0	704.0	704.0	863.0
Streptococcus_pyogenes_SSI-1	249.0	249.0	281.0	281.0
Aeropyrum_pernix	228.0	228.0	219.0	219.0
Wolbachia_sp._wMel	274.0	274.0	173.0	173.0
Pyrococcus_abyssi	219.0	203.0	203.0	219.0
Shewanella_oneidensis	612.0	612.0	826.0	826.0
Mycobacterium_bovis	711.0	623.0	711.0	623.0
Streptococcus_mutans	315.0	315.0	290.0	289.0
Vibrio_cholerae	562.0	562.0	503.0	503.0
Coxiella_burnetii	264.0	330.0	330.0	264.0
Chlamydophila_pneumoniae_TW-183	169.0	167.0	169.0	167.0
Candidatus_Blochmannia_floridanus	118.0	106.0	118.0	106.0
Pyrobaculum_aerophilum	302.0	242.0	302.0	242.0
Prochlorococcus_marinus_subsp._pastoris_str._CCMP1986	515.0	NA	515.0	NA
Listeria_monocytogenes_str._4b_F2365	405.0	425.0	406.0	425.0
Listeria_innocua	438.0	438.0	466.0	466.0
Mycoplasma_pulmonis	198.0	182.0	198.0	181.0
Yersinia_pestis	554.0	709.0	710.0	554.0
Treponema_pallidum	146.0	146.0	166.0	167.0
Staphylococcus_aureus_subsp._aureus_Mu50	NA	931.0	NA	931.0
Xylella_fastidiosa	421.0	421.0	314.0	314.0
Buchnera_aphidicola_Baizongia_pistaciae	215.0	NA	215.0	NA
Thermoanaerobacter_tengcongensis	353.0	482.0	353.0	482.0
Bradyrhizobium_japonicum	1289.0	1289.0	1387.0	1386.0
Corynebacterium_glutamicum_ATCC_13032	392.0	432.0	392.0	432.0
Caulobacter_vibrioides	668.0	611.0	611.0	668.0
Onion_yellows_phytoplasma	222.0	153.0	222.0	152.0
Mesorhizobium_loti	960.0	959.0	1037.0	1036.0
Staphylococcus_epidermidis	407.0	407.0	358.0	358.0
Fusobacterium_nucleatum_subsp._nucleatum	865.0	NA	866.0	NA
Bdellovibrio_bacteriovorus	447.0	453.0	453.0	447.0
Nanoarchaeum_equitans	73.0	74.0	74.0	73.0
Chlamydia_muridarum	134.0	134.0	140.0	140.0
Salmonella_typhi	593.0	593.0	665.0	665.0
Bacillus_halodurans	528.0	625.0	625.0	528.0
Bacteroides_thetaiotaomicron	810.0	809.0	883.0	884.0
Synechococcus_elongatus	328.0	346.0	345.0	328.0
Thermus_thermophilus_HB27	322.0	295.0	295.0	321.0

