strain	ancestor consensus	evolved consensus	ancestor strain	evolved strain
Streptococcus_pyogenes_SSI-1	1573.0	1645.0	1748.0	1668.0
Aeropyrum_pernix	1592.0	1499.0	1460.0	1561.0
Wolbachia_sp._wMel	1017.0	1120.0	1099.0	1191.0
Pyrococcus_abyssi	1543.0	1648.0	1540.0	1636.0
Shewanella_oneidensis	4290.0	4140.0	4400.0	4537.0
Mycobacterium_bovis	3975.0	3768.0	3737.0	4007.0
Streptococcus_mutans	1710.0	1761.0	1882.0	1829.0
Vibrio_cholerae	3695.0	3429.0	3490.0	3615.0
Coxiella_burnetii	1908.0	1793.0	1826.0	1730.0
Chlamydophila_pneumoniae_TW-183	1086.0	1020.0	1086.0	1023.0
Candidatus_Blochmannia_floridanus	658.0	595.0	602.0	648.0
Pyrobaculum_aerophilum	2034.0	1938.0	2045.0	1946.0
Prochlorococcus_marinus_subsp._pastoris_str._CCMP1986	3093.0	NA	2860.0	NA
Listeria_monocytogenes_str._4b_F2365	2482.0	2657.0	2491.0	2635.0
Listeria_innocua	2866.0	2784.0	2622.0	2683.0
Mycoplasma_pulmonis	835.0	894.0	820.0	903.0
Nanoarchaeum_equitans	481.0	473.0	438.0	449.0
Treponema_pallidum	936.0	981.0	1001.0	954.0
Streptomyces_avermitilis	7770.0	8376.0	7709.0	8310.0
Staphylococcus_aureus_subsp._aureus_Mu50	5261.0	NA	4931.0	NA
Xylella_fastidiosa	2057.0	2190.0	2161.0	2277.0
Buchnera_aphidicola_Baizongia_pistaciae	1190.0	NA	1087.0	NA
Thermoanaerobacter_tengcongensis	2478.0	2327.0	2339.0	2176.0
Bradyrhizobium_japonicum	8573.0	7991.0	8491.0	7978.0
Corynebacterium_glutamicum_ATCC_13032	3058.0	2840.0	2884.0	2983.0
Caulobacter_vibrioides	3744.0	3473.0	3727.0	3493.0
Methanococcus_maripaludis	1534.0	1643.0	1523.0	1620.0
Mesorhizobium_loti	6038.0	6441.0	6488.0	6075.0
Fusobacterium_nucleatum_subsp._nucleatum	NA	3743.0	NA	4060.0
Bdellovibrio_bacteriovorus	3295.0	3312.0	3462.0	3497.0
Yersinia_pestis	4062.0	3853.0	3989.0	4192.0
Chlamydia_muridarum	925.0	980.0	926.0	990.0
Salmonella_typhi	4103.0	4388.0	4154.0	4343.0
Bacillus_halodurans	3495.0	3840.0	3699.0	3629.0
Bacteroides_thetaiotaomicron	5489.0	5545.0	5879.0	5820.0
Synechococcus_elongatus	2359.0	2481.0	2352.0	2481.0
Thermus_thermophilus_HB27	1794.0	1656.0	1792.0	1677.0

